AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Colorado,All,2020-21,5,10.2,15.9,0,93,116,146,916,> 100%
State,Colorado,All,2020-21,6,10.9,16.7,0,91,101,139,832,> 100%
State,Colorado,All,2020-21,7,9.2,12.4,0,82,66,110,887,> 100%
State,Colorado,All,2020-21,8,7.5,10.7,0,64,61,91,853,> 100%
State,Colorado,All,2020-21,9,6,9.2,0,52,50,79,861,> 100%
State,Colorado,All,2020-21,10,6.9,9.6,0,58,49,80,835,> 100%
State,Colorado,All,2020-21,11,6.2,8.9,0,55,43,79,883,> 100%
State,Colorado,All,2020-21,12,6.4,8.7,0,56,44,76,871,> 100%
State,Colorado,All,2020-21,13,7.5,10.2,0,62,47,85,830,> 100%
State,Colorado,All,2020-21,14,6.5,8.2,0,52,26,65,797,> 100%
State,Colorado,All,2020-21,15,7.4,11.4,0,63,61,97,853,> 100%
State,Colorado,All,2020-21,16,7.5,10.2,0,61,54,83,817,> 100%
State,Colorado,All,2020-21,17,6.8,9.6,0,57,54,81,843,> 100%
State,Colorado,All,2020-21,18,8.5,11.9,1,70,71,99,834,> 100%
State,Colorado,All,2020-21,19,9.3,13.2,0,81,90,115,869,> 100%
State,Colorado,All,2020-21,20,8,11.3,0,66,70,94,829,> 100%
State,Colorado,All,2020-21,21,7.8,11.6,0,63,62,94,812,> 100%
State,Colorado,All,2020-21,22,6.8,10.4,0,55,65,84,805,> 100%
State,Colorado,All,2020-21,23,6.7,7.9,0,58,47,69,868,> 100%
State,Colorado,All,2020-21,24,6.7,8.3,1,54,39,68,823,> 100%
State,Colorado,All,2020-21,25,6.2,9.3,1,47,42,72,772,> 100%
State,Colorado,All,2020-21,26,6.8,8.5,0,55,40,69,811,> 100%
State,Colorado,All,2020-21,27,8.9,10.9,0,72,51,88,811,> 100%
State,Colorado,All,2020-21,28,6.2,8.6,0,50,39,70,813,> 100%
State,Colorado,All,2020-21,29,8.1,9.1,0,67,43,76,831,> 100%
State,Colorado,All,2020-21,30,6.6,8.7,0,53,39,70,806,> 100%
State,Colorado,All,2020-21,31,7.6,9.1,0,61,35,73,806,> 100%
State,Colorado,All,2020-21,32,7.4,9.6,0,65,59,85,882,> 100%
State,Colorado,All,2020-21,33,9.6,12.6,0,85,76,111,881,> 100%
State,Colorado,All,2020-21,34,8.6,12.9,0,77,89,115,891,> 100%
State,Colorado,All,2020-21,35,9.5,13.4,0,82,89,116,866,> 100%
State,Colorado,All,2020-21,36,8.8,13,0,78,89,115,888,> 100%
State,Colorado,All,2020-21,37,10.7,15.1,0,99,106,140,926,> 100%
State,Colorado,All,2020-21,38,10.5,14.6,0,85,94,118,807,> 100%
State,Colorado,All,2020-21,39,12.5,16.6,0,72,80,96,577,83.30%
State,Connecticut,All,2020-21,40,3.8,5.6,0,24,17,35,625,> 100%
State,Connecticut,All,2020-21,41,4.7,6.4,0,30,16,41,639,> 100%
State,Connecticut,All,2020-21,42,5.8,9.9,0,36,30,61,617,> 100%
State,Connecticut,All,2020-21,43,5.5,9.1,0,37,32,62,678,> 100%
State,Connecticut,All,2020-21,44,7.6,13.9,0,48,63,88,634,> 100%
State,Connecticut,All,2020-21,45,7.4,13.6,0,53,67,97,714,> 100%
State,Connecticut,All,2020-21,46,8.5,16,0,57,77,107,668,> 100%
State,Connecticut,All,2020-21,47,10.3,20.9,0,77,129,156,747,> 100%
State,Connecticut,All,2020-21,48,11,25.4,0,83,166,192,757,> 100%
State,Connecticut,All,2020-21,49,13,28.3,0,110,213,239,846,> 100%
State,Connecticut,All,2020-21,50,11.8,29.8,0,99,220,250,839,> 100%
State,Connecticut,All,2020-21,51,13.7,32.3,0,118,253,278,860,> 100%
State,Connecticut,All,2020-21,52,13.9,31,0,127,243,284,916,> 100%
State,Connecticut,All,2020-21,53,15.9,36,0,143,297,325,902,> 100%
State,Connecticut,All,2020-21,1,15,31.8,0,128,239,271,852,> 100%
State,Connecticut,All,2020-21,2,12.9,30.8,0,110,240,262,851,> 100%
State,Connecticut,All,2020-21,3,12.9,32.4,0,111,254,278,858,> 100%
State,Connecticut,All,2020-21,4,10.6,24,0,86,173,195,813,> 100%
State,Connecticut,All,2020-21,5,12.9,25.4,0,98,165,192,757,> 100%
State,Connecticut,All,2020-21,6,11.9,23.2,0,86,142,168,723,> 100%
State,Connecticut,All,2020-21,7,9.6,17,0,65,84,115,675,> 100%
State,Connecticut,All,2020-21,8,9.4,15,0,61,77,98,652,> 100%
State,Connecticut,All,2020-21,9,8,14.5,0,51,62,92,634,> 100%
State,Connecticut,All,2020-21,10,7.8,12.5,0,50,58,80,638,> 100%
State,Connecticut,All,2020-21,11,7.1,11.1,0,45,47,70,630,> 100%
State,Connecticut,All,2020-21,12,5.1,9.8,0,33,45,63,646,> 100%
State,Connecticut,All,2020-21,13,6.7,11.6,0,41,47,71,613,> 100%
State,Connecticut,All,2020-21,14,5.8,9.4,0,33,38,54,572,98.40%
State,Connecticut,All,2020-21,15,5.9,9.9,0,35,40,59,598,> 100%
State,Connecticut,All,2020-21,16,7.9,12.5,0,48,50,76,607,> 100%
State,Connecticut,All,2020-21,17,7.6,11.9,0,47,46,74,621,> 100%
State,Connecticut,All,2020-21,18,6.5,9.8,0,40,37,60,614,> 100%
State,Connecticut,All,2020-21,19,6.5,10.2,0,37,33,58,571,98.30%
State,Connecticut,All,2020-21,20,4.4,5.7,0,26,18,34,597,> 100%
State,Connecticut,All,2020-21,21,5,6.3,0,30,16,38,606,> 100%
State,Connecticut,All,2020-21,22,5.1,6,0,28,10,33,547,94.10%
State,Connecticut,All,2020-21,23,5.5,6.2,0,32,10,36,581,100%
State,Connecticut,All,2020-21,24,5.6,5.8,0,32,3,33,572,98.40%
State,Connecticut,All,2020-21,25,4,4.7,0,23,5,27,576,99.10%
State,Connecticut,All,2020-21,26,3.5,3.7,0,21,3,22,594,> 100%
State,Connecticut,All,2020-21,27,3.7,4,0,22,3,24,596,> 100%
State,Connecticut,All,2020-21,28,3.2,3.7,0,18,4,21,570,98.10%
State,Connecticut,All,2020-21,29,5.1,6.1,0,30,9,36,591,> 100%
State,Connecticut,All,2020-21,30,4,4.7,0,22,5,26,556,95.70%
State,Connecticut,All,2020-21,31,7.1,8,0,38,11,43,539,92.80%
State,Connecticut,All,2020-21,32,7.3,9.2,0,42,29,53,575,99%
State,Connecticut,All,2020-21,33,7.5,9.5,0,43,24,55,577,99.30%
State,Connecticut,All,2020-21,34,6.6,10.2,0,35,36,54,532,91.60%
State,Connecticut,All,2020-21,35,9.4,14.7,0,34,36,53,360,62%
State,Connecticut,All,2020-21,36,11.3,15.8,0,28,26,39,247,42.50%
State,Connecticut,All,2020-21,37,11.8,17.2,0,24,27,35,204,35.10%
State,Connecticut,All,2020-21,38,16.2,20.6,0,22,15,28,136,23.40%
State,Connecticut,All,2020-21,39,,,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Delaware,All,2020-21,40,7.9,11.4,0,16,13,23,202,> 100%
State,Delaware,All,2020-21,41,7.5,10,0,15,11,20,201,> 100%
State,Delaware,All,2020-21,42,5,10.6,0,10,18,21,199,> 100%
State,Delaware,All,2020-21,43,6,12.8,0,13,23,28,218,> 100%
State,Delaware,All,2020-21,44,8.2,14.9,0,16,26,29,195,> 100%
State,Delaware,All,2020-21,45,7.5,11.6,0,15,16,23,199,> 100%
State,Delaware,All,2020-21,46,9.7,13.7,0,17,18,24,175,> 100%
State,Delaware,All,2020-21,47,7.7,13.3,0,18,24,31,233,> 100%
State,Delaware,All,2020-21,48,12,17.8,0,25,29,37,208,> 100%
State,Delaware,All,2020-21,49,15,24.2,0,34,37,55,227,> 100%
State,Delaware,All,2020-21,50,13,22.7,0,36,50,63,277,> 100%
State,Delaware,All,2020-21,51,14.5,29,0,43,73,86,297,> 100%
State,Delaware,All,2020-21,52,14.8,31.3,1,42,77,91,291,> 100%
State,Delaware,All,2020-21,53,12.6,26.7,0,36,71,76,285,> 100%
State,Delaware,All,2020-21,1,16.4,28.6,0,47,70,82,287,> 100%
State,Delaware,All,2020-21,2,16.7,32,0,49,85,94,294,> 100%
State,Delaware,All,2020-21,3,17.5,34.4,0,50,91,98,285,> 100%
State,Delaware,All,2020-21,4,17.5,27.8,0,44,58,70,252,> 100%
State,Delaware,All,2020-21,5,13,24.5,0,34,54,64,261,> 100%
State,Delaware,All,2020-21,6,13.9,26.5,0,34,51,65,245,> 100%
State,Delaware,All,2020-21,7,8.6,14.5,0,19,27,32,221,> 100%
State,Delaware,All,2020-21,8,10,14.8,0,21,25,31,209,> 100%
State,Delaware,All,2020-21,9,9.5,15,0,21,23,33,220,> 100%
State,Delaware,All,2020-21,10,10.2,15.2,0,20,24,30,197,> 100%
State,Delaware,All,2020-21,11,7.4,10.5,0,17,14,24,229,> 100%
State,Delaware,All,2020-21,12,6.6,9.2,0,13,10,18,196,> 100%
State,Delaware,All,2020-21,13,5.4,12,0,9,14,20,166,> 100%
State,Delaware,All,2020-21,14,8.5,17.1,0,17,23,34,199,> 100%
State,Delaware,All,2020-21,15,8.7,14,0,18,22,29,207,> 100%
State,Delaware,All,2020-21,16,7.5,8.9,0,16,12,19,214,> 100%
State,Delaware,All,2020-21,17,6.6,9.4,0,14,17,20,213,> 100%
State,Delaware,All,2020-21,18,4.9,8.1,0,9,13,15,185,> 100%
State,Delaware,All,2020-21,19,3,7.1,0,6,12,14,198,> 100%
State,Delaware,All,2020-21,20,5.3,5.8,0,11,5,12,207,> 100%
State,Delaware,All,2020-21,21,8,10,0,16,7,20,201,> 100%
State,Delaware,All,2020-21,22,4.2,7.3,0,7,7,12,165,> 100%
State,Delaware,All,2020-21,23,6.4,8,0,12,7,15,188,> 100%
State,Delaware,All,2020-21,24,5.3,7,0,9,6,12,171,> 100%
State,Delaware,All,2020-21,25,8.5,10,0,18,5,21,211,> 100%
State,Delaware,All,2020-21,26,6.2,7.2,0,12,3,14,195,> 100%
State,Delaware,All,2020-21,27,4.1,5.3,0,7,3,9,171,> 100%
State,Delaware,All,2020-21,28,5.5,6.1,0,9,2,10,163,99.40%
State,Delaware,All,2020-21,29,8.6,9.7,0,16,5,18,186,> 100%
State,Delaware,All,2020-21,30,2.3,4.1,0,4,3,7,171,> 100%
State,Delaware,All,2020-21,31,5.7,7.5,0,10,7,13,174,> 100%
State,Delaware,All,2020-21,32,2.6,3.9,0,6,6,9,233,> 100%
State,Delaware,All,2020-21,33,9.2,12.6,0,19,19,26,206,> 100%
State,Delaware,All,2020-21,34,11.4,14.9,0,23,21,30,201,> 100%
State,Delaware,All,2020-21,35,11.6,14.6,0,23,20,29,198,> 100%
State,Delaware,All,2020-21,36,10,14.8,0,21,24,31,210,> 100%
State,Delaware,All,2020-21,37,18.4,21.1,0,35,35,40,190,> 100%
State,Delaware,All,2020-21,38,9.9,15.7,0,19,24,30,191,> 100%
State,Delaware,All,2020-21,39,12.1,13.8,0,14,12,16,116,70.70%
State,District of Columbia,All,2020-21,40,10.5,11.6,0,10,7,11,95,> 100%
State,District of Columbia,All,2020-21,41,10.3,12.1,0,12,9,14,116,> 100%
State,District of Columbia,All,2020-21,42,5.3,5.3,0,5,2,5,95,> 100%
State,District of Columbia,All,2020-21,43,11.3,11.3,0,11,3,11,97,> 100%
State,District of Columbia,All,2020-21,44,10.2,11.1,0,11,4,12,108,> 100%
State,District of Columbia,All,2020-21,45,12.1,15.2,1,11,10,15,99,> 100%
State,District of Columbia,All,2020-21,46,9,11.7,0,10,7,13,111,> 100%
State,District of Columbia,All,2020-21,47,15.5,19.4,0,20,17,25,129,> 100%
State,District of Columbia,All,2020-21,48,17.5,23.7,0,17,18,23,97,> 100%
State,District of Columbia,All,2020-21,49,18.4,20.8,0,23,16,26,125,> 100%
State,District of Columbia,All,2020-21,50,12.2,16.5,0,17,19,23,139,> 100%
State,District of Columbia,All,2020-21,51,25.6,32,0,32,31,40,125,> 100%
State,District of Columbia,All,2020-21,52,22.1,25.7,0,31,32,36,140,> 100%
State,District of Columbia,All,2020-21,53,23.6,27.7,0,35,33,41,148,> 100%
State,District of Columbia,All,2020-21,1,15.3,24.7,0,23,32,37,150,> 100%
State,District of Columbia,All,2020-21,2,19,30.4,0,30,39,48,158,> 100%
State,District of Columbia,All,2020-21,3,12.3,25.4,0,16,29,33,130,> 100%
State,District of Columbia,All,2020-21,4,19.6,26.1,0,30,39,40,153,> 100%
State,District of Columbia,All,2020-21,5,21.8,31,0,31,40,44,142,> 100%
State,District of Columbia,All,2020-21,6,12.2,29.5,0,17,31,41,139,> 100%
State,District of Columbia,All,2020-21,7,15.4,23.1,0,20,17,30,130,> 100%
State,District of Columbia,All,2020-21,8,18.9,24.6,0,23,26,30,122,> 100%
State,District of Columbia,All,2020-21,9,10.2,19.4,0,11,20,21,108,> 100%
State,District of Columbia,All,2020-21,10,10.7,15.2,0,12,12,17,112,> 100%
State,District of Columbia,All,2020-21,11,5,8.3,0,6,6,10,120,> 100%
State,District of Columbia,All,2020-21,12,8,11.6,0,9,8,13,112,> 100%
State,District of Columbia,All,2020-21,13,7.1,22.2,0,7,17,22,99,> 100%
State,District of Columbia,All,2020-21,14,3.7,12.5,0,5,14,17,136,> 100%
State,District of Columbia,All,2020-21,15,11.7,20.2,0,11,15,19,94,> 100%
State,District of Columbia,All,2020-21,16,14.6,19.8,0,14,12,19,96,> 100%
State,District of Columbia,All,2020-21,17,8.3,10.2,0,9,7,11,108,> 100%
State,District of Columbia,All,2020-21,18,5.3,7.4,0,5,4,7,95,> 100%
State,District of Columbia,All,2020-21,19,12.8,16.5,0,14,11,18,109,> 100%
State,District of Columbia,All,2020-21,20,14,16,0,14,9,16,100,> 100%
State,District of Columbia,All,2020-21,21,6.7,9.6,0,7,5,10,104,> 100%
State,District of Columbia,All,2020-21,22,8,9,0,8,2,9,100,> 100%
State,District of Columbia,All,2020-21,23,8.4,10.3,0,9,4,11,107,> 100%
State,District of Columbia,All,2020-21,24,3.1,3.1,0,3,2,3,96,> 100%
State,District of Columbia,All,2020-21,25,8.5,8.5,0,8,2,8,94,> 100%
State,District of Columbia,All,2020-21,26,3.9,3.9,0,3,0,3,76,81.60%
State,District of Columbia,All,2020-21,27,10.4,12.3,0,11,5,13,106,> 100%
State,District of Columbia,All,2020-21,28,3.9,4.9,0,4,1,5,102,> 100%
State,District of Columbia,All,2020-21,29,7.4,8.3,0,9,3,10,121,> 100%
State,District of Columbia,All,2020-21,30,8,8,0,7,1,7,88,94.50%
State,District of Columbia,All,2020-21,31,6.4,6.4,0,6,1,6,94,> 100%
State,District of Columbia,All,2020-21,32,5.4,8.1,0,6,8,9,111,> 100%
State,District of Columbia,All,2020-21,33,11,11,0,11,7,11,100,> 100%
State,District of Columbia,All,2020-21,34,13.3,13.3,0,12,7,12,90,96.70%
State,District of Columbia,All,2020-21,35,11.8,11.8,0,12,9,12,102,> 100%
State,District of Columbia,All,2020-21,36,12.2,14.6,0,10,7,12,82,88.10%
State,District of Columbia,All,2020-21,37,7,8.1,0,6,4,7,86,92.40%
State,District of Columbia,All,2020-21,38,7.5,10.4,0,5,6,7,67,72%
State,District of Columbia,All,2020-21,39,18.2,18.2,0,10,8,10,55,59.10%
State,Florida,All,2020-21,40,9,12.3,1,392,322,535,"4,350",> 100%
State,Florida,All,2020-21,41,9.3,12.1,0,419,328,546,"4,509",> 100%
State,Florida,All,2020-21,42,9.7,12.8,0,425,336,561,"4,371",> 100%
State,Florida,All,2020-21,43,8.9,11.8,1,386,286,512,"4,336",> 100%
State,Florida,All,2020-21,44,9.4,12.6,0,400,310,534,"4,252",> 100%
State,Florida,All,2020-21,45,9.6,12,4,409,306,516,"4,304",> 100%
State,Florida,All,2020-21,46,10.7,13.6,2,476,397,610,"4,476",> 100%
State,Florida,All,2020-21,47,10.9,14,1,490,403,634,"4,525",> 100%
State,Florida,All,2020-21,48,12.5,16.1,2,572,493,740,"4,590",> 100%
State,Florida,All,2020-21,49,12.6,16.9,9,602,575,817,"4,848",> 100%
State,Florida,All,2020-21,50,12.8,16.7,2,644,582,840,"5,033",> 100%
State,Florida,All,2020-21,51,13.4,18.6,4,649,662,910,"4,886",> 100%
State,Florida,All,2020-21,52,14.9,20,2,748,770,"1,005","5,031",> 100%
State,Florida,All,2020-21,53,15.9,21.1,2,890,925,"1,189","5,627",> 100%
State,Florida,All,2020-21,1,17.9,24.1,3,962,"1,038","1,296","5,384",> 100%
State,Florida,All,2020-21,2,19,26.1,2,"1,090","1,209","1,497","5,745",> 100%
State,Florida,All,2020-21,3,18.3,25.8,1,"1,014","1,205","1,431","5,553",> 100%
State,Florida,All,2020-21,4,17.4,24.1,3,929,"1,026","1,286","5,346",> 100%
State,Florida,All,2020-21,5,17.5,23.5,2,943,997,"1,272","5,407",> 100%
State,Florida,All,2020-21,6,15.3,20.4,0,810,830,"1,080","5,300",> 100%
State,Florida,All,2020-21,7,13.8,18.3,2,685,688,913,"4,986",> 100%
State,Florida,All,2020-21,8,12.9,16.9,3,609,565,800,"4,736",> 100%
State,Florida,All,2020-21,9,12,15.7,1,560,497,734,"4,671",> 100%
State,Florida,All,2020-21,10,11.3,14.1,0,510,423,638,"4,514",> 100%
State,Florida,All,2020-21,11,10.6,13.2,1,468,361,583,"4,430",> 100%
State,Florida,All,2020-21,12,10.4,12.5,1,479,340,579,"4,633",> 100%
State,Florida,All,2020-21,13,10,12.5,3,434,353,548,"4,369",> 100%
State,Florida,All,2020-21,14,9.5,11.6,1,433,291,529,"4,569",> 100%
State,Florida,All,2020-21,15,9.5,12.2,2,427,324,551,"4,512",> 100%
State,Florida,All,2020-21,16,10.5,12.9,2,482,375,596,"4,610",> 100%
State,Florida,All,2020-21,17,9.6,12,0,419,330,525,"4,357",> 100%
State,Florida,All,2020-21,18,10.2,12.4,1,457,343,559,"4,503",> 100%
State,Florida,All,2020-21,19,9,11.3,2,398,320,502,"4,454",> 100%
State,Florida,All,2020-21,20,9.1,10.8,1,409,282,489,"4,509",> 100%
State,Florida,All,2020-21,21,7.8,9.4,1,346,240,421,"4,469",> 100%
State,Florida,All,2020-21,22,8.5,10.2,0,369,256,441,"4,326",> 100%
State,Florida,All,2020-21,23,8,9.5,0,348,189,415,"4,358",> 100%
State,Florida,All,2020-21,24,7.8,9.1,3,335,175,397,"4,347",> 100%
State,Florida,All,2020-21,25,7,8.2,0,312,156,367,"4,465",> 100%
State,Florida,All,2020-21,26,8,9.4,0,348,178,410,"4,377",> 100%
State,Florida,All,2020-21,27,8.4,9.9,1,368,210,437,"4,416",> 100%
State,Florida,All,2020-21,28,9.5,11.7,1,422,290,522,"4,453",> 100%
State,Florida,All,2020-21,29,11.2,14.6,1,540,471,706,"4,852",> 100%
State,Florida,All,2020-21,30,16,21.4,4,842,874,"1,131","5,273",> 100%
State,Florida,All,2020-21,31,21.4,29.2,1,"1,267","1,477","1,726","5,915",> 100%
State,Florida,All,2020-21,32,25.9,35.7,1,"1,695","2,092","2,339","6,556",> 100%
State,Florida,All,2020-21,33,29,39.6,2,"2,053","2,566","2,810","7,098",> 100%
State,Florida,All,2020-21,34,30,41.3,1,"2,177","2,768","3,000","7,261",> 100%
State,Florida,All,2020-21,35,30.7,41.6,2,"2,157","2,720","2,919","7,022",> 100%
State,Florida,All,2020-21,36,28.3,38.4,2,"1,867","2,263","2,532","6,600",> 100%
State,Florida,All,2020-21,37,24,33.2,1,"1,423","1,761","1,966","5,923",> 100%
State,Florida,All,2020-21,38,21.6,30.1,1,"1,070","1,307","1,493","4,954",> 100%
State,Florida,All,2020-21,39,18.4,24.3,0,643,722,850,"3,498",95.30%
State,Georgia,All,2020-21,40,7.5,11.9,0,142,160,227,"1,906",> 100%
State,Georgia,All,2020-21,41,8,12.5,0,150,170,235,"1,886",> 100%
State,Georgia,All,2020-21,42,9.1,12.6,2,173,152,241,"1,918",> 100%
State,Georgia,All,2020-21,43,7.8,12.1,1,149,165,233,"1,932",> 100%
State,Georgia,All,2020-21,44,9.6,14.6,0,187,198,283,"1,945",> 100%
State,Georgia,All,2020-21,45,8.9,14.1,0,180,218,284,"2,016",> 100%
State,Georgia,All,2020-21,46,9.7,15,1,198,227,307,"2,045",> 100%
State,Georgia,All,2020-21,47,10.2,15,0,202,226,297,"1,974",> 100%
State,Georgia,All,2020-21,48,9.7,15.3,1,194,236,308,"2,019",> 100%
State,Georgia,All,2020-21,49,10.6,17.2,0,227,293,369,"2,147",> 100%
State,Georgia,All,2020-21,50,12.1,19.6,0,270,348,438,"2,232",> 100%
State,Georgia,All,2020-21,51,12,19.7,1,289,384,476,"2,416",> 100%
State,Georgia,All,2020-21,52,15.7,25.3,2,373,506,607,"2,395",> 100%
State,Georgia,All,2020-21,53,17.8,29.1,1,481,689,789,"2,713",> 100%
State,Georgia,All,2020-21,1,20.7,32.5,0,589,833,923,"2,843",> 100%
State,Georgia,All,2020-21,2,20.7,34.7,0,636,973,"1,066","3,071",> 100%
State,Georgia,All,2020-21,3,20.6,34.8,4,602,931,"1,024","2,940",> 100%
State,Georgia,All,2020-21,4,21.1,35.4,2,580,880,974,"2,752",> 100%
State,Georgia,All,2020-21,5,17.4,29,0,468,710,780,"2,687",> 100%
State,Georgia,All,2020-21,6,14.5,23.5,1,343,484,560,"2,379",> 100%
State,Georgia,All,2020-21,7,14.3,21.8,1,325,410,497,"2,282",> 100%
State,Georgia,All,2020-21,8,13.2,19.8,3,274,310,416,"2,103",> 100%
State,Georgia,All,2020-21,9,10.3,16,0,198,254,309,"1,926",> 100%
State,Georgia,All,2020-21,10,9.3,13.2,0,183,182,260,"1,975",> 100%
State,Georgia,All,2020-21,11,9.6,13.1,0,181,169,246,"1,883",> 100%
State,Georgia,All,2020-21,12,7.4,10.4,1,137,119,194,"1,862",> 100%
State,Georgia,All,2020-21,13,7.9,12.1,0,137,135,209,"1,725",> 100%
State,Georgia,All,2020-21,14,7.8,10.9,0,151,124,211,"1,942",> 100%
State,Georgia,All,2020-21,15,6.7,10.1,0,126,128,191,"1,893",> 100%
State,Georgia,All,2020-21,16,6.5,9.9,0,123,118,186,"1,880",> 100%
State,Georgia,All,2020-21,17,6.3,9.8,0,115,115,177,"1,812",> 100%
State,Georgia,All,2020-21,18,6.2,9.1,0,110,109,161,"1,776",> 100%
State,Georgia,All,2020-21,19,5.6,7.6,0,98,76,133,"1,742",> 100%
State,Georgia,All,2020-21,20,6.5,8.6,0,121,90,161,"1,865",> 100%
State,Georgia,All,2020-21,21,6.4,8.5,0,118,84,157,"1,839",> 100%
State,Georgia,All,2020-21,22,6.3,8.1,0,108,67,139,"1,720",> 100%
State,Georgia,All,2020-21,23,6.4,8.5,1,111,71,149,"1,749",> 100%
State,Georgia,All,2020-21,24,5.3,6.3,0,89,43,107,"1,687",> 100%
State,Georgia,All,2020-21,25,5.2,6.5,1,88,41,110,"1,703",> 100%
State,Georgia,All,2020-21,26,4.6,5.8,0,77,40,97,"1,684",> 100%
State,Georgia,All,2020-21,27,5.3,6.7,0,90,43,115,"1,712",> 100%
State,Georgia,All,2020-21,28,5.5,7.4,0,92,54,123,"1,664",> 100%
State,Georgia,All,2020-21,29,6.9,8.7,0,119,75,150,"1,734",> 100%
State,Georgia,All,2020-21,30,7.6,10.6,0,139,120,194,"1,831",> 100%
State,Georgia,All,2020-21,31,10.7,17.6,1,205,252,338,"1,924",> 100%
State,Georgia,All,2020-21,32,15.5,25.1,0,341,478,552,"2,197",> 100%
State,Georgia,All,2020-21,33,19.9,32.2,1,458,655,745,"2,312",> 100%
State,Georgia,All,2020-21,34,19.8,34.3,0,504,798,874,"2,547",> 100%
State,Georgia,All,2020-21,35,22.7,38.2,3,573,893,967,"2,533",> 100%
State,Georgia,All,2020-21,36,23.6,37.2,1,573,829,904,"2,430",> 100%
State,Georgia,All,2020-21,37,24.2,37,0,504,712,771,"2,084",> 100%
State,Georgia,All,2020-21,38,21.1,33.3,0,331,478,522,"1,566",> 100%
State,Georgia,All,2020-21,39,18.1,28.7,0,139,204,221,770,50.80%
State,Hawaii,All,2020-21,40,11.6,15.3,1,24,20,33,215,> 100%
State,Hawaii,All,2020-21,41,9.5,13.8,0,22,20,32,232,> 100%
State,Hawaii,All,2020-21,42,8.1,11.9,0,19,18,28,236,> 100%
State,Hawaii,All,2020-21,43,5.1,8.9,0,12,14,21,235,> 100%
State,Hawaii,All,2020-21,44,8.4,9.6,0,20,12,23,239,> 100%
State,Hawaii,All,2020-21,45,6.8,7.6,0,16,6,18,236,> 100%
State,Hawaii,All,2020-21,46,6,8.1,0,15,9,20,248,> 100%
State,Hawaii,All,2020-21,47,7.7,9.5,0,17,8,21,221,> 100%
State,Hawaii,All,2020-21,48,7.9,8.9,0,17,7,19,214,> 100%
State,Hawaii,All,2020-21,49,10.2,11,0,24,13,26,236,> 100%
State,Hawaii,All,2020-21,50,5.7,7.1,0,12,6,15,210,> 100%
State,Hawaii,All,2020-21,51,5.5,6.7,0,14,6,17,253,> 100%
State,Hawaii,All,2020-21,52,7.9,10.9,0,16,10,22,202,96.60%
State,Hawaii,All,2020-21,53,5.4,6.7,0,12,6,15,223,> 100%
State,Hawaii,All,2020-21,1,10.5,13.8,0,22,9,29,210,> 100%
State,Hawaii,All,2020-21,2,10.1,11.7,0,25,14,29,247,> 100%
State,Hawaii,All,2020-21,3,10.5,12.9,0,22,15,27,209,100%
State,Hawaii,All,2020-21,4,7.6,10.3,0,17,12,23,223,> 100%
State,Hawaii,All,2020-21,5,6.7,7.9,0,16,10,19,239,> 100%
State,Hawaii,All,2020-21,6,9.1,9.8,0,24,8,26,265,> 100%
State,Hawaii,All,2020-21,7,5.7,6.9,0,14,8,17,247,> 100%
State,Hawaii,All,2020-21,8,4.7,5.8,0,12,4,15,258,> 100%
State,Hawaii,All,2020-21,9,7.3,8.2,0,17,5,19,232,> 100%
State,Hawaii,All,2020-21,10,4,4.4,0,10,3,11,252,> 100%
State,Hawaii,All,2020-21,11,8.2,9.5,0,19,4,22,231,> 100%
State,Hawaii,All,2020-21,12,4.6,5.4,0,11,4,13,241,> 100%
State,Hawaii,All,2020-21,13,4.8,5.6,0,12,4,14,249,> 100%
State,Hawaii,All,2020-21,14,6,6.4,0,15,2,16,249,> 100%
State,Hawaii,All,2020-21,15,8.7,8.7,0,19,3,19,218,> 100%
State,Hawaii,All,2020-21,16,6.8,7.6,0,17,4,19,251,> 100%
State,Hawaii,All,2020-21,17,6.3,6.7,0,15,2,16,238,> 100%
State,Hawaii,All,2020-21,18,9.4,11.1,0,22,7,26,235,> 100%
State,Hawaii,All,2020-21,19,6.2,6.2,0,14,3,14,226,> 100%
